Emp Id,Channel Name,Mode of Sales,Line of Business,KPI Metric,KPI Metric Value,Transaction Date 
258,Distributors,INDIRECT,POS,NOT_INITIALIZED,7276,31-10-09
258,Distributors,INDIRECT,POS,LINES,3638,31-10-09
258,Distributors,INDIRECT,POS,LINES,4938,30-11-09
258,Distributors,INDIRECT,POS,NOT_INITIALIZED,9876,30-11-09
258,Distributors,INDIRECT,POS,SCRATCH_CARD,4938,30-11-09
259,Distributors,INDIRECT,POS,SCRATCH_CARD,978,30-09-09
259,Distributors,INDIRECT,POS,NOT_INITIALIZED,1956,30-09-09
259,Distributors,INDIRECT,POS,LINES,978,30-09-09
259,Distributors,INDIRECT,POS,SCRATCH_CARD,2909,31-10-09
259,Distributors,INDIRECT,POS,NOT_INITIALIZED,5818,31-10-09
259,Distributors,INDIRECT,POS,LINES,2909,31-10-09
259,Distributors,INDIRECT,POS,SCRATCH_CARD,3839,30-11-09
259,Distributors,INDIRECT,POS,LINES,3839,30-11-09
259,Distributors,INDIRECT,POS,NOT_INITIALIZED,7678,30-11-09
260,Distributors,INDIRECT,POS,LINES,743,30-09-09
260,Distributors,INDIRECT,POS,SCRATCH_CARD,743,30-09-09
260,Distributors,INDIRECT,POS,NOT_INITIALIZED,1486,30-09-09
260,Distributors,INDIRECT,POS,SCRATCH_CARD,5017,31-10-09
260,Distributors,INDIRECT,POS,NOT_INITIALIZED,10034,31-10-09
260,Distributors,INDIRECT,POS,LINES,5017,31-10-09
260,Distributors,INDIRECT,POS,NOT_INITIALIZED,10374,30-11-09
260,Distributors,INDIRECT,POS,SCRATCH_CARD,5187,30-11-09
260,Distributors,INDIRECT,POS,LINES,5187,30-11-09
261,Distributors,INDIRECT,POS,NOT_INITIALIZED,2702,30-09-09
261,Distributors,INDIRECT,POS,LINES,1351,30-09-09
261,Distributors,INDIRECT,POS,SCRATCH_CARD,1351,30-09-09
261,Distributors,INDIRECT,POS,NOT_INITIALIZED,6760,31-10-09
261,Distributors,INDIRECT,POS,SCRATCH_CARD,3380,31-10-09
261,Distributors,INDIRECT,POS,LINES,3380,31-10-09
261,Distributors,INDIRECT,POS,LINES,4068,30-11-09
261,Distributors,INDIRECT,POS,NOT_INITIALIZED,8136,30-11-09
261,Distributors,INDIRECT,POS,SCRATCH_CARD,4068,30-11-09
L2361,Distributors,INDIRECT,POS,NOT_INITIALIZED,7112,30-09-09
L2361,Distributors,INDIRECT,POS,LINES,3556,30-09-09
L2361,Distributors,INDIRECT,POS,SCRATCH_CARD,3556,30-09-09
L2361,Distributors,INDIRECT,POS,NOT_INITIALIZED,21262,31-10-09
L2361,Distributors,INDIRECT,POS,SCRATCH_CARD,10631,31-10-09
L2361,Distributors,INDIRECT,POS,LINES,10631,31-10-09
L2361,Distributors,INDIRECT,POS,NOT_INITIALIZED,16782,30-11-09
L2361,Distributors,INDIRECT,POS,SCRATCH_CARD,8391,30-11-09
L2361,Distributors,INDIRECT,POS,LINES,8391,30-11-09
L2365,Distributors,INDIRECT,POS,LINES,764,30-09-09
L2365,Distributors,INDIRECT,POS,NOT_INITIALIZED,1528,30-09-09
L2365,Distributors,INDIRECT,POS,SCRATCH_CARD,764,30-09-09
L2365,Distributors,INDIRECT,POS,LINES,4555,31-10-09
L2365,Distributors,INDIRECT,POS,NOT_INITIALIZED,9110,31-10-09
L2365,Distributors,INDIRECT,POS,SCRATCH_CARD,4555,31-10-09
L2365,Distributors,INDIRECT,POS,NOT_INITIALIZED,5440,30-11-09
L2365,Distributors,INDIRECT,POS,LINES,2720,30-11-09
L2365,Distributors,INDIRECT,POS,SCRATCH_CARD,2720,30-11-09
