Channel Name,Emp Id,Mode of Sales,Line of Business,KPI Metric,KPI Metric Value,Transaction Date 
Distribution,257,INDIRECT,KEY_ACCOUNT,ERECHARGE,8264,31-Jul-09
Distribution,256,INDIRECT,KEY_ACCOUNT,ERECHARGE,9531,31-Aug-09
Distribution,259,INDIRECT,KEY_ACCOUNT,ERECHARGE,978,30-Jun-09
Distribution,258,INDIRECT,KEY_ACCOUNT,ERECHARGE,3638,31-Jul-09
Distribution,252,INDIRECT,KEY_ACCOUNT,ERECHARGE,7139,31-Aug-09
Distribution,256,INDIRECT,KEY_ACCOUNT,EX_POS,500,31-Dec-09
Distribution,256,INDIRECT,KEY_ACCOUNT,NON_EX_POS,200,31-Dec-09
Distribution,L2361,INDIRECT,KEY_ACCOUNT,NON_EX_POS,200,31-Dec-09
Distribution,253,INDIRECT,KEY_ACCOUNT,SCRATCH_CARD,2318,30-Jun-09
Distribution,L2361,INDIRECT,KEY_ACCOUNT,SCRATCH_CARD,10631,31-Jul-09
Distribution,L2365,INDIRECT,KEY_ACCOUNT,SCRATCH_CARD,764,30-Jun-09
Distribution,253,INDIRECT,KEY_ACCOUNT,ERECHARGE,5391,31-Aug-09
Distribution,254,INDIRECT,KEY_ACCOUNT,ERECHARGE,4217,31-Jul-09
Distribution,261,INDIRECT,KEY_ACCOUNT,ERECHARGE,3380,31-Jul-09
Distribution,252,INDIRECT,KEY_ACCOUNT,ERECHARGE,2732,30-Jun-09
Distribution,261,INDIRECT,KEY_ACCOUNT,EX_POS,600,31-Dec-09
Distribution,261,INDIRECT,KEY_ACCOUNT,NON_EX_POS,100,31-Dec-09
Distribution,255,INDIRECT,KEY_ACCOUNT,NON_EX_POS,300,31-Dec-09
Distribution,254,INDIRECT,KEY_ACCOUNT,NON_EX_POS,200,31-Dec-09
Distribution,253,INDIRECT,KEY_ACCOUNT,NON_EX_POS,100,31-Dec-09
Distribution,255,INDIRECT,KEY_ACCOUNT,SCRATCH_CARD,5040,31-Jul-09
Distribution,L2365,INDIRECT,KEY_ACCOUNT,SCRATCH_CARD,4555,31-Jul-09
Distribution,252,INDIRECT,KEY_ACCOUNT,SCRATCH_CARD,2732,30-Jun-09
Distribution,259,INDIRECT,KEY_ACCOUNT,SCRATCH_CARD,978,30-Jun-09
Distribution,254,INDIRECT,KEY_ACCOUNT,ERECHARGE,4956,31-Aug-09
Distribution,261,INDIRECT,KEY_ACCOUNT,ERECHARGE,4068,31-Aug-09
Distribution,257,INDIRECT,KEY_ACCOUNT,ERECHARGE,11120,31-Aug-09
Distribution,258,INDIRECT,KEY_ACCOUNT,EX_POS,800,31-Dec-09
Distribution,252,INDIRECT,KEY_ACCOUNT,NON_EX_POS,300,31-Dec-09
